dateRequested,dateMailed,dateArrived,dateReplySent,dateReplyArrived,city,state,zipcode,country,region,ziplat,ziplon,distanceFromSF,uspsCenter,uspsCenterState,uspsCenterLat,uspsCenterLon,stickerChoice,lat,lon
2021-06-22 19:43:55,2021-07-06 00:00:00,,,,Crivitz ,WI,54114,US,NorthAmerica,45.245414,-88.108864,1838,Green Bay,WI,44.5126379,-88.0125794,Red Floral,45.2325,-88.0076
2021-06-22 19:44:57,2021-07-06 00:00:00,,,,Elkhart,IN,46514,US,NorthAmerica,41.722641,-85.976908,1940,South Bend,IN,41.6833813,-86.2500066,Blue Floral,41.6812,-85.9656
2021-06-22 19:48:40,2021-07-06 00:00:00,,,,Oklahoma city,OK,73108,US,NorthAmerica,35.450007,-97.567737,1385,Oklahoma City,OK,35.4729886,-97.5170536,Blue Floral,35.4676,-97.5164
2021-06-22 19:56:47,2021-07-06 00:00:00,,,,Hayes,VA,23072,US,NorthAmerica,37.290444,-76.44779,2493,Richmond,VA,37.4972,-77.257155,Blue Floral,37.2776,-76.5039
2021-06-22 20:05:36,2021-07-06 00:00:00,,,,Altavista,VA,24517,US,NorthAmerica,37.147516,-79.23716,2345,Roanoke,VA,37.2784543,-79.9339832,Blue Floral,37.1118,-79.2856
2021-06-22 20:06:57,2021-06-25 00:00:00,,,,Hillsboro ,OH,45133,US,NorthAmerica,39.16185,-83.576231,2084,Cincinnati,OH,39.1014537,-84.5124602,Orange Floral,39.2023,-83.6116
2021-06-22 20:09:47,2021-07-06 00:00:00,2021-07-17 00:00:00,,,Fayetteville,GA,30214,US,NorthAmerica,33.490464,-84.485997,2138,Atlanta,GA,33.652792,-84.395843,Surprise Me,33.4486,-84.4550
2021-06-22 20:15:33,2021-06-26 00:00:00,2021-07-01 00:00:00,,,Newfield,NY,14867,US,NorthAmerica,42.34315,-76.618094,2414,Rochester,NY,43.0861473,-77.5953457,Map,42.3471,-76.5951
2021-06-22 20:37:13,2021-07-06 00:00:00,,,,Jurupa Valley,CA,92509,US,NorthAmerica,34.003266,-117.442004,382,San Bernardino,CA,34.0573827,-117.1856247,Surprise Me,33.9972,-117.4855
2021-06-22 20:37:51,2021-07-10 00:00:00,,,,Appleton ,WI,54915,US,NorthAmerica,44.243351,-88.355904,1814,Milwaukee,WI,43.0349931,-87.922497,Surprise Me,44.2619,-88.4154
2021-06-22 20:40:20,2021-06-28 00:00:00,,,,Chaffee,MO,63740,US,NorthAmerica,37.175369,-89.680721,1787,St. Louis,MO,38.6289041,-90.2052258,Blue Floral,37.1801,-89.6551
2021-06-22 20:50:11,2021-07-06 00:00:00,,,,Cibolo ,TX,78108,US,NorthAmerica,29.570142,-98.2178,1495,San Antonio,TX,29.533415,-98.4091001,Surprise Me,29.5854,-98.2478
2021-06-22 20:50:45,2021-06-28 00:00:00,2021-07-01 00:00:00,,,Flemingsburg ,KY,41041,US,NorthAmerica,38.407395,-83.720679,2088,Cincinnati,OH,39.1014537,-84.5124602,Blue Floral,38.4223,-83.7338
2021-06-22 20:51:50,2021-06-28 00:00:00,2021-07-02 00:00:00,,,Hannacroix ,NY ,12087,US,NorthAmerica,42.43225,-73.892894,2549,Albany,NY,42.701036,-73.878702,Blue Floral,42.4290,-73.8093
2021-06-22 20:52:55,2021-07-06 00:00:00,,,,Hannacroix ,NY ,12087,US,NorthAmerica,42.43225,-73.892894,2549,Albany,NY,42.701036,-73.878702,Red Floral,42.4290,-73.8093
2021-06-22 21:27:50,2021-07-06 00:00:00,,,,Roanoke,VA,24019,US,NorthAmerica,37.346523,-79.95358,2307,Roanoke,VA,37.2784543,-79.9339832,Surprise Me,37.2710,-79.9414
2021-06-22 21:29:16,2021-06-25 00:00:00,,,,Willits ,CA,95490,US,NorthAmerica,39.492842,-123.340973,117,San Francisco,CA,37.7790262,-122.4199061,Boxes,39.4096,-123.3556
2021-06-22 21:31:09,2021-06-25 00:00:00,2021-06-28 00:00:00,,,Provo,UT,84606,US,NorthAmerica,40.21444,-111.625543,601,Provo,UT,40.2338438,-111.6585337,Boxes,40.2338,-111.6585
2021-06-22 21:38:43,2021-07-06 00:00:00,,,,Conover ,NC,28613,US,NorthAmerica,35.737687,-81.207681,2267,Greensboro,NC,36.1068965,-79.9823012,Surprise Me,35.7065,-81.2187
2021-06-22 21:45:28,2021-06-26 00:00:00,,,,Gulfport,MS,39501,US,NorthAmerica,30.382966,-89.102426,1963,Gulfport,MS,30.3674198,-89.0928155,Map,30.3674,-89.0928
2021-06-22 21:58:13,2021-07-06 00:00:00,,,,La Crosse ,WI,54601,US,NorthAmerica,43.806197,-91.140529,1738,St. Paul,MN,44.9504037,-93.1015026,Surprise Me,43.8138,-91.2519
2021-06-22 22:14:20,2021-06-28 00:00:00,2021-07-01 00:00:00,,,Santa Maria,CA,93454,US,NorthAmerica,34.923013,-120.259463,224,Santa Barbara,CA,34.4252537,-119.8660691,Blue Floral,34.9530,-120.4357
2021-06-22 22:16:17,2021-07-06 00:00:00,,,,Kingsport ,TN ,37663,US,NorthAmerica,36.463012,-82.488726,2180,Knoxville,TN,35.948205,-84.01306,Surprise Me,36.5484,-82.5618
2021-06-22 22:23:49,2021-07-06 00:00:00,,,,Florence,KY,41042,US,NorthAmerica,39.000968,-84.651005,2033,Cincinnati,OH,39.1014537,-84.5124602,Surprise Me,38.9989,-84.6266
2021-06-22 22:53:27,2021-06-28 00:00:00,,,,Shepherd ,MI,48883,US,NorthAmerica,43.543727,-84.673886,1999,Lansing,MI,42.7337712,-84.5553805,Blue Floral,43.5245,-84.6947
2021-06-22 23:13:51,2021-07-06 00:00:00,,,,Roseburg ,OR,97471,US,NorthAmerica,43.218335,-123.487741,378,Eugene,OR,44.0505054,-123.0950506,Surprise Me,43.2165,-123.3417
2021-06-22 23:16:27,2021-07-06 00:00:00,,,,Fort Smith,AR,72903,US,NorthAmerica,35.350978,-94.361247,1556,Fayetteville,AR,36.0625843,-94.1574328,Surprise Me,35.3859,-94.3985
2021-06-22 23:19:35,2021-07-06 00:00:00,,,,Rancho Cordova,CA,95670,US,NorthAmerica,38.604268,-121.280327,83,Sacramento,CA,38.5723865,-121.568224,Surprise Me,38.5891,-121.3027
2021-06-22 23:19:55,2021-06-28 00:00:00,2021-07-01 00:00:00,07/02/2021,07/06/2021,Providence,RI,02907,US,NorthAmerica,41.798593,-71.42463,2682,Providence,RI,41.8387175,-71.4138329,Blue Floral,41.8240,-71.4128
2021-06-22 23:33:52,2021-06-28 00:00:00,,,,Willingboro,NJ,08046,US,NorthAmerica,40.02795,-74.886984,2529,South Jersey,NJ,39.8621338,-75.0991456,Blue Floral,40.0288,-74.8916
2021-06-22 23:57:55,2021-07-06 00:00:00,,,,Marienville ,PA,16239,US,NorthAmerica,41.496972,-79.137779,2294,Pittsburgh,PA,40.4579648,-80.0196764,Surprise Me,41.4691,-79.1235
2021-06-23 01:59:58,2021-07-06 00:00:00,,,,Albion,MI,49224,US,NorthAmerica,42.279617,-84.746876,2000,Detroit,MI,42.323988,-83.063023,Surprise Me,42.2431,-84.7530
2021-06-23 02:33:29,2021-06-25 00:00:00,,,,Haleyville,AL,35565,US,NorthAmerica,34.23696,-87.563402,1949,Birmingham,AL,33.5206824,-86.8024326,Orange Floral,34.2265,-87.6214
2021-06-23 02:45:25,2021-06-28 00:00:00,,,,Hagerstown ,MD,21740,US,NorthAmerica,39.631901,-77.743885,2388,Baltimore,MD,39.291284,-76.604571,Blue Floral,39.6418,-77.7200
2021-06-23 03:54:22,2021-07-06 00:00:00,,,,Troutdale ,OR,97060,US,NorthAmerica,45.531327,-122.36909,536,Portland,OR,45.5745309,-122.5932357,Surprise Me,45.5299,-122.3993
2021-06-23 04:07:05,2021-07-06 00:00:00,,,,New Concord ,KY,42076,US,NorthAmerica,36.571455,-88.106951,1878,Evansville,IN,37.9746722,-87.5675272,Surprise Me,36.5484,-88.1548
2021-06-23 04:12:18,2021-06-28 00:00:00,,,,Sheboygan ,WI,53081,US,NorthAmerica,43.710329,-87.733076,1848,Milwaukee,WI,43.0349931,-87.922497,Blue Floral,43.7508,-87.7145
2021-06-23 04:21:22,2021-06-28 00:00:00,,,,Lambsburg,VA,24351,US,NorthAmerica,36.579431,-80.765127,2275,Roanoke,VA,37.2784543,-79.9339832,Blue Floral,36.5854,-80.7612
2021-06-23 04:25:40,2021-07-06 00:00:00,2021-07-10 00:00:00,,,Robersonville ,NC,27871,US,NorthAmerica,35.802069,-77.260565,2478,Rocky Mount,NC,35.938197,-77.791551,Surprise Me,35.8252,-77.2491
2021-06-23 04:30:30,2021-06-28 00:00:00,,,,Mims,FL,32754,US,NorthAmerica,28.687109,-80.919193,2462,Orlando,FL,28.413625,-81.330841,Blue Floral,28.6656,-80.8450
2021-06-23 04:33:41,2021-07-06 00:00:00,,,,Columbus ,OH,43232,US,NorthAmerica,39.920951,-82.870492,2108,Columbus,OH,39.9622601,-83.0007065,Surprise Me,39.9612,-82.9988
2021-06-23 04:40:44,2021-06-28 00:00:00,,,,Summerdale,AL,36580,US,NorthAmerica,30.478898,-87.703414,2036,Mobile,AL,30.6943566,-88.0430541,Blue Floral,30.4877,-87.6997
2021-06-23 05:14:46,2021-06-28 00:00:00,,,,Chatham ,NY,12037,US,NorthAmerica,42.344725,-73.567126,2565,Albany,NY,42.701036,-73.878702,Blue Floral,42.3643,-73.5948
2021-06-23 05:19:39,2021-07-06 00:00:00,,,,Roanoke ,VA,24014,US,NorthAmerica,37.22286,-79.915191,2307,Roanoke,VA,37.2784543,-79.9339832,Surprise Me,37.2710,-79.9414
2021-06-23 05:37:01,2021-07-06 00:00:00,2021-07-13 00:00:00,,,Scarborough,North Yorkshire,112,UK,EU,0,0,5206,,,,,Surprise Me,54.2831,-0.3998
2021-06-23 05:40:40,2021-06-28 00:00:00,,,,Burlington ,IA,52601,US,NorthAmerica,40.85605,-91.129717,1678,Quad Cities,IL,41.5160617,-90.562053,Blue Floral,40.8077,-91.1129
2021-06-23 05:42:30,2021-07-06 00:00:00,2021-07-09 00:00:00,,,Romulus,MI,48174,US,NorthAmerica,42.234298,-83.394324,2070,Detroit,MI,42.323988,-83.063023,Surprise Me,42.2223,-83.3966
2021-06-23 05:52:00,2021-07-06 00:00:00,,07/14/2021,07/17/2021,Gulfport ,MS,39507,US,NorthAmerica,30.400484,-89.034466,1963,Gulfport,MS,30.3674198,-89.0928155,Surprise Me,30.3674,-89.0928
2021-06-23 06:06:40,2021-06-28 00:00:00,,,,Conway ,AR,72034,US,NorthAmerica,35.049921,-92.486049,1669,Little Rock,AR,34.7464809,-92.2895948,Blue Floral,35.0887,-92.4421
2021-06-23 06:18:32,2021-06-28 00:00:00,,,,Weatherford,TX,76088,US,NorthAmerica,32.85131,-97.901635,1426,Fort Worth,TX,32.8267648,-97.3191543,Blue Floral,32.7593,-97.7973
2021-06-23 06:18:34,2021-06-28 00:00:00,,,,Oklahoma City,OK,73130,US,NorthAmerica,35.458633,-97.345632,1385,Oklahoma City,OK,35.4729886,-97.5170536,Blue Floral,35.4676,-97.5164
2021-06-23 06:26:22,2021-06-28 00:00:00,2021-07-02 00:00:00,,,Steubenville ,OH,43952,US,NorthAmerica,40.409046,-80.665259,2227,Pittsburgh,PA,40.4579648,-80.0196764,Blue Floral,40.3698,-80.6340
2021-06-23 06:28:45,2021-07-06 00:00:00,,,,Melvindale ,MI,48122,US,NorthAmerica,42.278607,-83.182255,2080,Detroit,MI,42.323988,-83.063023,Surprise Me,42.2825,-83.1752
2021-06-23 06:30:43,2021-06-28 00:00:00,,,,Asbury,NJ,08802,US,NorthAmerica,40.671028,-75.017983,2514,Kearny,NJ,40.7684342,-74.1454214,Blue Floral,40.6961,-75.0104
2021-06-23 06:46:42,2021-06-28 00:00:00,,,,Tulsa,OK,74106,US,NorthAmerica,36.191942,-95.98515,1458,Tulsa,OK,36.1556805,-95.9929113,Blue Floral,36.1540,-95.9928
2021-06-23 06:48:39,2021-06-28 00:00:00,2021-07-03 00:00:00,,,Reading ,PA,19606,US,NorthAmerica,40.338614,-75.858157,2472,Harrisburg,PA,40.294191,-76.877622,Blue Floral,40.3356,-75.9269
2021-06-23 06:49:46,2021-07-06 00:00:00,,,,Independence,IA,50644,US,NorthAmerica,42.476151,-91.893691,1635,Waterloo,IA,42.4979693,-92.3329637,Surprise Me,42.4686,-91.8893
2021-06-23 07:00:21,2021-07-06 00:00:00,,,,Fremont,OH,43420,US,NorthAmerica,41.357927,-83.110237,28,Detroit,MI,42.323988,-83.063023,Surprise Me,41.3503,-83.1219
2021-06-23 07:09:44,2021-07-06 00:00:00,,,,Vonore ,TN,37885,US,NorthAmerica,35.476426,-84.132339,2106,Knoxville,TN,35.948205,-84.01306,Surprise Me,35.5901,-84.2419
2021-06-23 07:14:24,2021-06-28 00:00:00,,,,Warwick ,RI,02889,US,NorthAmerica,41.700591,-71.376927,2681,Providence,RI,41.8387175,-71.4138329,Blue Floral,41.7001,-71.4162
2021-06-23 07:25:43,2021-07-06 00:00:00,,,,Live Oak ,FL,32060,US,NorthAmerica,30.274413,-83.036329,2298,Jacksonville,FL,30.3321838,-81.655651,Surprise Me,30.2949,-82.9840
2021-06-23 07:38:30,2021-07-06 00:00:00,,,,Orangeville ,Ontario ,0,Canada,NorthAmerica,0,0,2227,,,,,Surprise Me,43.9200,-80.0943
2021-06-23 07:47:35,2021-06-28 00:00:00,2021-07-02 00:00:00,07/03/2021,07/06/2021,Rutledge,TN,37861,US,NorthAmerica,36.240743,-83.513713,2132,Knoxville,TN,35.948205,-84.01306,Blue Floral,36.2809,-83.5149
2021-06-23 07:50:51,2021-07-06 00:00:00,,,,Fairmont ,WV,26554,US,NorthAmerica,39.465392,-80.109845,2263,Pittsburgh,PA,40.4579648,-80.0196764,Surprise Me,39.4851,-80.1426
2021-06-23 07:52:59,2021-07-06 00:00:00,,,,Anniston,AL,36201,US,NorthAmerica,33.64916,-85.879642,2058,Birmingham,AL,33.5206824,-86.8024326,Surprise Me,33.6598,-85.8316
2021-06-23 07:58:57,2021-07-06 00:00:00,,,,Pittsburgh ,PA,15236,US,NorthAmerica,40.347404,-79.975481,2260,Pittsburgh,PA,40.4579648,-80.0196764,Red Floral,40.4406,-79.9959
2021-06-23 08:05:37,2021-06-28 00:00:00,,,,Tylertown,MS,39667,US,NorthAmerica,31.124737,-90.126164,1885,Jackson,MS,32.2990384,-90.1847691,Blue Floral,31.1160,-90.1420
2021-06-23 08:10:01,2021-07-06 00:00:00,,,,Heywood,Uk,2590,UK,Europe,0,0,5189,,,,,Surprise Me,53.5926,-2.2257
2021-06-23 08:19:09,2021-07-06 00:00:00,,,,Seminole,OK,74868,US,NorthAmerica,35.278531,-96.644613,1436,Oklahoma City,OK,35.4729886,-97.5170536,Surprise Me,35.2245,-96.6706
2021-06-23 08:20:35,2021-07-06 00:00:00,,,,Collinsville ,IL,62234,US,NorthAmerica,38.683215,-89.982058,1752,St. Louis,MO,38.6289041,-90.2052258,Surprise Me,38.6703,-89.9845
2021-06-23 08:21:42,2021-06-28 00:00:00,,,,Laramie,WY,82072,US,NorthAmerica,41.414287,-105.477151,927,Cheyenne,WY,41.139981,-104.820246,Blue Floral,41.3114,-105.5911
2021-06-23 08:23:33,2021-06-25 00:00:00,,07/02/2021,07/06/2021,Bargersville ,IA,46106,US,NorthAmerica,39.513173,-86.205119,1553,Indianapolis,IN,39.7683331,-86.1583502,Orange Floral,39.5209,-86.1678
2021-06-23 08:24:33,2021-06-25 00:00:00,,07/06/2021,07/10/2021,Nineveh ,IA,46164,US,NorthAmerica,39.320273,-86.107747,1553,Indianapolis,IN,39.7683331,-86.1583502,Orange Floral,39.3622,-86.0847
2021-06-23 08:29:12,2021-07-06 00:00:00,,,,Poneto,IN ,46781,US,NorthAmerica,40.63238,-85.26889,1986,Fort Wayne,IN,41.0799898,-85.1386015,Surprise Me,40.6567,-85.2214
2021-06-23 08:31:07,2021-06-26 00:00:00,,,,Chesterfield ,MI,48047,US,NorthAmerica,42.673906,-82.774086,2095,Metroplex,MI,42.6581037,-83.2890178,Map,42.6961,-82.7994
2021-06-23 08:45:39,2021-07-06 00:00:00,,,,Champaign,IL,61821,US,NorthAmerica,40.109646,-88.274903,1832,Champaign,IL,40.1373185,-88.2778743,Surprise Me,40.1164,-88.2434
2021-06-23 08:51:21,2021-07-06 00:00:00,,,,Oklahoma City ,OK,73119,US,NorthAmerica,35.422007,-97.566125,1385,Oklahoma City,OK,35.4729886,-97.5170536,Surprise Me,35.4676,-97.5164
2021-06-23 08:55:51,2021-07-06 00:00:00,,,,Knoxville,TN,37938,US,NorthAmerica,36.123929,-83.938617,2116,Knoxville,TN,35.948205,-84.01306,Surprise Me,35.9606,-83.9207
2021-06-23 09:10:00,2021-07-06 00:00:00,,,,Cartersville ,GA,30121,US,NorthAmerica,34.209221,-84.778006,2104,Atlanta,GA,33.652792,-84.395843,Surprise Me,34.1651,-84.7999
2021-06-23 09:19:59,2021-07-06 00:00:00,,,,Oklahoma City,OK,73159,US,NorthAmerica,35.387855,-97.578835,1385,Oklahoma City,OK,35.4729886,-97.5170536,Surprise Me,35.4676,-97.5164
2021-06-23 09:30:50,2021-06-28 00:00:00,,,,Richlands ,VA,24641,US,NorthAmerica,37.111816,-81.802451,2211,Charleston,WV,38.312087,-81.710456,Blue Floral,37.0932,-81.7937
2021-06-23 09:36:43,2021-07-06 00:00:00,,,,Canton,OH,44705,US,NorthAmerica,40.834614,-81.331149,2184,Akron,OH,41.083064,-81.518485,Surprise Me,40.7989,-81.3784
2021-06-23 09:43:21,2021-06-28 00:00:00,,,,Thief River Falls ,MN,56701,US,NorthAmerica,48.121195,-96.192034,1484,Grand Forks,ND,47.9078244,-97.0592028,Blue Floral,48.1191,-96.1811
2021-06-23 09:48:54,2021-07-06 00:00:00,,,,San Antonio ,TX,78216,US,NorthAmerica,29.537264,-98.487882,1487,San Antonio,TX,29.533415,-98.4091001,Surprise Me,29.4241,-98.4936
2021-06-23 10:02:56,2021-07-06 00:00:00,,,,Glens Falls,NY,12801,US,NorthAmerica,43.31116,-73.645286,2552,Albany,NY,42.701036,-73.878702,Surprise Me,43.3095,-73.6440
2021-06-23 10:05:30,2021-07-06 00:00:00,,,,Lafollette,TN,37766,US,NorthAmerica,36.399701,-84.080824,2160,Knoxville,TN,35.948205,-84.01306,Surprise Me,36.3829,-84.1199
2021-06-23 10:06:47,2021-06-28 00:00:00,,,,Chicora ,PA,16025,US,NorthAmerica,40.939175,-79.760661,2267,Pittsburgh,PA,40.4579648,-80.0196764,Blue Floral,40.9481,-79.7428
2021-06-23 10:09:45,2021-06-28 00:00:00,,,,Fordsville ,KY,42343,US,NorthAmerica,37.652848,-86.693878,1939,Evansville,IN,37.9746722,-87.5675272,Blue Floral,37.6362,-86.7175
2021-06-23 10:12:42,2021-06-28 00:00:00,,,,Alpharetta ,GA,30005,US,NorthAmerica,34.089039,-84.217099,2133,North Metro GA,GA,32.375496,-82.135751,Blue Floral,34.0754,-84.2941
2021-06-23 10:13:36,2021-06-28 00:00:00,2021-07-01 00:00:00,07/02/2021,07/06/2021,Towanda ,PA,18848,US,NorthAmerica,41.751057,-76.454741,2427,Lehigh Valley,PA,40.673418,-75.366083,Blue Floral,41.7676,-76.4427
2021-06-23 10:16:11,2021-07-06 00:00:00,,,,Cumberland ,KY,40823,US,NorthAmerica,36.958653,-82.990992,2149,Knoxville,TN,35.948205,-84.01306,Surprise Me,36.9781,-82.9885
2021-06-23 10:23:27,2021-06-28 00:00:00,,,,Beaver Dam,WI,53916,US,NorthAmerica,43.466797,-88.867753,1791,Milwaukee,WI,43.0349931,-87.922497,Blue Floral,43.4578,-88.8373
2021-06-23 10:25:05,2021-07-06 00:00:00,,,,Waukesha,WI,53188,US,NorthAmerica,43.022273,-88.292435,1821,Milwaukee,WI,43.0349931,-87.922497,Red Floral,43.0117,-88.2315
2021-06-23 10:27:05,2021-06-26 00:00:00,,,,El Paso ,TX,79924,US,NorthAmerica,31.902442,-106.413245,993,El Paso,TX,31.7754152,-106.4646348,Map,31.7619,-106.4850
2021-06-23 10:36:48,2021-07-06 00:00:00,2021-07-16 00:00:00,,,Hamilton ,Ontario,000000,Canada,NorthAmerica,0,0,2320,,,,,Surprise Me,43.2557,-79.8711
2021-06-23 10:39:47,2021-07-06 00:00:00,,,,Roseburg,OR,97471,US,NorthAmerica,43.218335,-123.487741,378,Eugene,OR,44.0505054,-123.0950506,Surprise Me,43.2165,-123.3417
2021-06-23 10:52:38,2021-06-29 00:00:00,,,,Quincy ,IL,62301,US,NorthAmerica,39.931138,-91.385695,1667,Springfield,IL,39.7952826,-89.6243899,Blue Floral,39.9356,-91.4099
2021-06-23 10:52:39,2021-07-06 00:00:00,,,,Santa Clara ,CA,95051,US,NorthAmerica,37.34864,-121.984373,39,San Jose,CA,37.3895163,-121.8877285,Red Floral,37.3541,-121.9552
2021-06-23 10:58:41,2021-07-06 00:00:00,,,,Bronx,NY,10467,US,NorthAmerica,40.869953,-73.865746,2568,New York,NY,42.7930413,-73.9499055,Red Floral,40.8448,-73.8648
2021-06-23 10:59:59,2021-06-25 00:00:00,,,,Lancaster,CA,93535,US,NorthAmerica,34.713656,-117.86466,319,Bakersfield,CA,35.3738712,-119.0194639,Boxes,34.6868,-118.1542
2021-06-23 11:01:33,2021-06-26 00:00:00,,,,Lancaster,CA,93535,US,NorthAmerica,34.713656,-117.86466,319,Bakersfield,CA,35.3738712,-119.0194639,Red Floral,34.6868,-118.1542
2021-06-23 11:02:42,2021-06-25 00:00:00,,,,Hattiesburg,MS,39401,US,NorthAmerica,31.234112,-89.265885,1926,Hattiesburg,MS,31.3271189,-89.2903392,Boxes,31.3271,-89.2903
2021-06-23 11:04:56,2021-07-12 00:00:00,,,,Bartlesville,OK,74006,US,NorthAmerica,36.712435,-95.895038,1452,Tulsa,OK,36.1556805,-95.9929113,Surprise Me,36.7473,-95.9808
2021-06-23 11:09:29,2021-07-12 00:00:00,,,,Trenton ,GA,30752,US,NorthAmerica,34.914982,-85.537961,2051,Chattanooga,TN,35.0537688,-85.1876517,Surprise Me,34.8720,-85.5091
2021-06-23 11:38:33,2021-06-29 00:00:00,,,,Torino,Italy,,Italy,Europe,0,0,5924,,,,,Blue Floral,45.0703,7.6869
2021-06-23 11:43:42,2021-08-02 00:00:00,,,,Youngsville ,LA,70592,US,NorthAmerica,30.080623,-92.012361,1814,Lafayette,LA,30.2240897,-92.0198427,Boxes,30.0996,-91.9901
2021-06-23 11:48:22,2021-07-12 00:00:00,,,,Norwalk ,OH,44857,US,NorthAmerica,41.216499,-82.577642,2116,Cleveland,OH,41.5051613,-81.6934446,Surprise Me,41.2426,-82.6157
2021-06-23 11:49:36,2021-07-12 00:00:00,2021-07-15 00:00:00,,,Smithville,TN,37166,US,NorthAmerica,35.917978,-85.786903,2014,Nashville,TN,36.1493962,-86.6748792,Surprise Me,35.9606,-85.8142
2021-06-23 12:01:56,2021-07-06 00:00:00,,,,Seminole,FL,33772,US,NorthAmerica,27.844208,-82.796854,2381,Manasota,FL,27.403583,-82.543791,Red Floral,27.8397,-82.7912
2021-06-23 12:20:07,2021-07-12 00:00:00,,,,Mascotte,FL,34753,US,NorthAmerica,28.577078,-81.885914,2408,Orlando,FL,28.413625,-81.330841,Surprise Me,28.5783,-81.8867
2021-06-23 12:30:14,2021-07-12 00:00:00,,,,Lynchburg,VA,24502,US,NorthAmerica,37.360401,-79.221579,2347,Roanoke,VA,37.2784543,-79.9339832,Surprise Me,37.4138,-79.1422
2021-06-23 12:34:37,2021-06-29 00:00:00,,,,New London ,MO,63459,US,NorthAmerica,39.579374,-91.369252,1669,St. Louis,MO,38.6289041,-90.2052258,Blue Floral,39.5853,-91.4010
2021-06-23 12:37:38,2021-07-12 00:00:00,2021-07-15 00:00:00,,,Kissimmee ,FL,34744,US,NorthAmerica,28.300969,-81.329377,2443,Orlando,FL,28.413625,-81.330841,Surprise Me,28.2920,-81.4076
2021-06-23 12:55:05,2021-06-26 00:00:00,,,,Booneville,MS,38829,US,NorthAmerica,34.650609,-88.527209,1889,Memphis,TN,35.131994,-90.0564307,Map,34.6582,-88.5667
2021-06-23 12:56:08,2021-06-29 00:00:00,,,,Williamstown,KY,41097,US,NorthAmerica,38.621179,-84.581444,2041,Cincinnati,OH,39.1014537,-84.5124602,Blue Floral,38.6381,-84.5605
2021-06-23 13:03:16,2021-07-06 00:00:00,2021-07-10 00:00:00,,,Rockford,IL,61101,US,NorthAmerica,42.346079,-89.146087,1778,Palatine,IL,42.028518,-87.857022,Red Floral,42.2711,-89.0940
2021-06-23 13:38:55,2021-06-25 00:00:00,2021-06-28 00:00:00,06/29/2021,07/02/2021,Mesick,MI,49668,US,NorthAmerica,44.405416,-85.702617,1947,Traverse City,MI,44.7606441,-85.6165301,Orange Floral,44.4053,-85.7134
2021-06-23 14:00:46,2021-07-12 00:00:00,,,,Creal Springs,IL,62922,US,NorthAmerica,37.620754,-88.814807,1825,St. Louis,MO,38.6289041,-90.2052258,Surprise Me,37.6195,-88.8367
2021-06-23 14:17:47,2021-06-26 00:00:00,,,,Mauk,GA,31058,US,NorthAmerica,32.488651,-84.410396,2162,Macon,GA,32.839996,-83.6391451,Map,32.5018,-84.4210
2021-06-23 14:41:21,2021-06-25 00:00:00,,,,Louisville ,KY ,40229,US,NorthAmerica,38.089498,-85.653882,1983,Louisville,KY,38.2542376,-85.759407,Orange Floral,38.2527,-85.7585
2021-06-23 14:48:49,2021-06-29 00:00:00,,,,Westfield,MA,01085,US,NorthAmerica,42.153503,-72.771602,2610,Hartford,CT,41.789872,-72.661822,Blue Floral,42.1251,-72.7495
2021-06-23 14:53:26,2021-06-29 00:00:00,2021-07-02 00:00:00,07/06/2021,07/09/2021,Chisholm,MN,55719,US,NorthAmerica,47.541039,-92.86219,1631,St. Paul,MN,44.9504037,-93.1015026,Blue Floral,47.4891,-92.8838
2021-06-23 14:53:38,2021-06-29 00:00:00,2021-07-03 00:00:00,,,El Mirage ,AZ,85335,US,NorthAmerica,33.592283,-112.327691,635,Phoenix,AZ,33.4484367,-112.0741417,Blue Floral,33.6131,-112.3246
2021-06-23 14:57:05,2021-06-29 00:00:00,2021-07-02 00:00:00,,,Glasgow ,KY,42141,US,NorthAmerica,36.947551,-85.918331,1992,Nashville,TN,36.1493962,-86.6748792,Blue Floral,36.9959,-85.9119
2021-06-23 15:06:14,2021-06-29 00:00:00,,,,Boynton Beach ,FL,33472,US,NorthAmerica,26.538476,-80.185568,2572,West Palm Beach,FL,26.715364,-80.0532942,Blue Floral,26.5318,-80.0905
2021-06-23 15:06:49,2021-06-29 00:00:00,2021-07-06 00:00:00,07/06/2021,07/09/2021,Humansville ,MO,65674,US,NorthAmerica,37.785786,-93.607277,1568,Springfield,MO,37.2166779,-93.2920373,Blue Floral,37.7945,-93.5780
2021-06-23 15:13:21,2021-06-29 00:00:00,,,,Van Buren,IN,46991,US,NorthAmerica,40.628038,-85.51421,1971,Indianapolis,IN,39.7683331,-86.1583502,Blue Floral,35.4368,-94.3483
2021-06-23 16:13:07,2021-06-26 00:00:00,,,,Lyles,TN,37098,US,NorthAmerica,35.872364,-87.319361,2006,Nashville,TN,36.1493962,-86.6748792,Blue Floral,35.9206,-87.3461
2021-06-23 16:15:44,2021-07-06 00:00:00,2021-07-10 00:00:00,,,La Pine,OR,97739,US,NorthAmerica,43.694658,-121.460906,409,Portland,OR,45.5745309,-122.5932357,Red Floral,43.6704,-121.5036
2021-06-23 16:37:25,2021-07-06 00:00:00,,,,Phippsburg,ME,04562,US,NorthAmerica,43.770817,-69.819176,2736,Southern,ME,43.658751,-70.266264,Blue Floral,43.8206,-69.8148
